"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8LDZHQE8","bookSection","2020","Hartmann, S.; Alshami, J.; Ma, H.; Steinmetz, D.","A Conceptual Framework for Dynamic Planning of Alternative Routes in Road Networks","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097445006&doi=10.1007%2f978-3-030-62522-1_40&partnerID=40&md5=a235514956f4f3ebf0f2d25c12482088","","2020","2022-05-11 15:26:05","2022-05-16 14:32:09","","554","","","12400 LNCS","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","DOI: 10.1007/978-3-030-62522-1_40","<p>Cited By :1</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEGTHXG8","journalArticle","2020","Hazra, S.; Roy, P.K.","Optimal dispatch using moth-flame optimization for hydro-thermal-wind scheduling problem","International Transactions on Electrical Energy Systems","","","10.1002/2050-7038.12460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085692294&doi=10.1002%2f2050-7038.12460&partnerID=40&md5=dac72a0e36ecac4817872a91017b270b","","2020","2022-05-04 14:35:39","2022-05-16 14:32:04","","","","8","30","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :10</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5L7WW3H","journalArticle","2020","He, Yongqiang; Zhang, Xuyang","RETRACTED ARTICLE: Key technologies of massive concurrent data processing in smart city based on cloud computing","International Journal of Computers and Applications","","1206-212X","10.1080/1206212X.2020.1743040","https://doi.org/10.1080/1206212X.2020.1743040","We, the Editor and Publisher of the International Journal of Computers and Applications, have retracted the following article which was part of the Special Issue on Advanced Security Techniques for Cloud Computing and Big Data - New Directions: Yongqiang He & Xuyang Zhang (2020) Key technologies of massive concurrent data processing in smart city based on cloud computing, International Journal of Computers and Applications, DOI: 10.1080/1206212X.2020.1743040 Since publication, it came to our attention that the articles published in this Special Issue were not reviewed fully in line with the journal's peer review standards and policy. We did not find any evidence of misconduct by the authors. However, in order to ensure full assessment has been conducted, we sought expert advice on the validity and quality of the published articles from independent peer reviewers. Following this post publication peer review, the Editor has determined that the articles do not meet the required scholarly standards to remain published in the journal, and therefore has taken the decision to retract. The concerns raised have been shared with the authors and they have been given the opportunity to respond. The authors have been informed about the retraction of the article.We have been informed in our decision-making by our policy on publishing ethics and integrity and the COPE guidelines on retractions.The retracted articles will remain online to maintain the scholarly record, but they will be digitally watermarked on each page as ‘Retracted’.","2020-03-18","2022-05-11 16:32:25","2022-05-16 14:31:57","2022-05-11 16:32:25","1-8","","0","0","","","RETRACTED ARTICLE","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/1206212X.2020.1743040","","C:\Users\Work\Zotero\storage\YQI793SS\1206212X.2020.html","","excluded; not an application","Statement of retraction: key technologies of massive concurrent data processing in smart city based on cloud computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULTT2TSL","book","2020","Hong, Wei-Chiang","Hybrid Intelligent Technologies in Energy Demand Forecasting","","","","","https://app.dimensions.ai/details/publication/pub.1123776262","This book is written for researchers and postgraduates who are interested in developing high-accurate energy demand forecasting models that outperform traditional models by hybridizing intelligent technologies. It covers meta-heuristic algorithms, chaotic mapping mechanism, quantum computing mechanism, recurrent mechanisms, phase space reconstruction, and recurrence plot theory. The book clearly illustrates how these intelligent technologies could be hybridized with those traditional forecasting models. This book provides many figures to deonstrate how these hybrid intelligent technologies are being applied to exceed the limitations of existing models.","2020","2022-05-11 15:00:18","2022-05-16 14:31:52","","","","","","","","","","","","","","","","","","","","","","DOI: 10.1007/978-3-030-36529-5","","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96Q77SMF","bookSection","2020","Hong, Wei-Chiang","Hybridizing QCM with Dragonfly Algorithm to Enrich the Solution Searching Behaviors","Hybrid Intelligent Technologies in Energy Demand Forecasting","978-3-030-36529-5","","","https://doi.org/10.1007/978-3-030-36529-5_5","As indicated in Chap. 4that hybridizing different meta-heuristic algorithms [including gravitational search algorithm (GSA), cuckoo search algorithm (CSA), bat algorithm (BA), and fruit fly optimization algorithm (FOA)] with an SVR-based electric load forecasting model can receive superior forecasting performance than other competitive forecasting models (including ARIMA, HW, GRNN, and BPNN models).","2020","2022-05-11 15:02:27","2022-10-11 22:01:02","2022-05-11 15:02:27","135-152","","","","","","","","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","DOI: 10.1007/978-3-030-36529-5_5","","C:\Users\Work\Zotero\storage\7RUWFM66\Hong - 2020 - Hybridizing QCM with Dragonfly Algorithm to Enrich.pdf","","excluded; not an article","","Hong, Wei-Chiang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Z2M9L8X","journalArticle","2020","Hu, H.; Yang, K.","Multiobjective Long-Term Generation Scheduling of Cascade Hydroelectricity System Using a Quantum-Behaved Particle Swarm Optimization Based on Decomposition","IEEE Access","","","10.1109/ACCESS.2020.2997864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086315979&doi=10.1109%2fACCESS.2020.2997864&partnerID=40&md5=404e83b12923c8851d2ea204552b2b2d","","2020","2022-05-04 11:38:05","2022-05-16 14:31:01","","100837-100856","","","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Cited By :1</p>; <p>Export Date: 4 May 2022</p>; <p>Export Date: 11 May 2022</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09099848.pdf</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09099848.pdf</p>","C:\Users\Work\Zotero\storage\Y4RPCVV7\9099848.html; C:\Users\Work\Zotero\storage\GLGB7X7R\Hu and Yang - 2020 - Multiobjective Long-Term Generation Scheduling of .pdf","","included","Reliability; Optimization; Particle swarm optimization; Sociology; Statistics; Convergence; quantum-behaved particle swarm optimization; Hydroelectric power generation; Cascade hydroelectricity system; improved Tchebycheff decomposition; multiobjective long-term generation scheduling; normal cloud mutation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7V7UBGBP","journalArticle","2020","Hu, J.; Wu, H.; Zhong, B.; Xiao, R.","Swarm intelligence-based optimisation algorithms: An overview and future research issues","International Journal of Automation and Control","","","10.1504/IJAAC.2020.110077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092799046&doi=10.1504%2fIJAAC.2020.110077&partnerID=40&md5=08e5c5ccbfd645e828751ce868a7ccfd","","2020","2022-05-11 15:03:26","2022-05-16 14:30:43","","656-693","","5-6","14","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVNPNLYA","journalArticle","2020","Huang, C.; Fei, J.; Deng, W.","A Novel Route Planning Method of Fixed-Wing Unmanned Aerial Vehicle Based on Improved QPSO","IEEE Access","","","10.1109/ACCESS.2020.2984236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083690689&doi=10.1109%2fACCESS.2020.2984236&partnerID=40&md5=91940ca86388ae4fa9707ee9303d8d26","","2020","2022-05-04 14:46:42","2022-05-16 14:30:29","","65071-65084","","","8","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 4 May 2022</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09050742.pdf</p>; <p>https://ieeexplore.ieee.org/ielx7/6287639/8948470/09050742.pdf</p>","","","included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X39BEMQW","journalArticle","2020","Huang, H.; Dong, K.; Yan, T.; Han, B.","Tactical maneuver trajectory optimization for unmanned combat aerial vehicle using improved differential evolution","Soft Computing","","","10.1007/s00500-019-04522-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076100964&doi=10.1007%2fs00500-019-04522-1&partnerID=40&md5=1d7bbf5d78483f81c5b762695ee2319d","","2020","2022-05-04 14:46:34","2022-05-16 14:30:11","","5959-5970","","8","24","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQQB4YLS","journalArticle","2020","Huang, S.-C.; Chiou, C.-C.; Chiang, J.-T.; Wu, C.-F.","Online sequential pattern mining and association discovery by advanced artificial intelligence and machine learning techniques","Soft Computing","","","10.1007/s00500-019-04100-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066863977&doi=10.1007%2fs00500-019-04100-5&partnerID=40&md5=80ed387bf51718230ffc42e1167e7de9","","2020","2022-05-04 14:58:08","2022-05-16 14:30:04","","8021-8039","","11","24","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9XJUD76","journalArticle","2020","Huang, Z.; Zhao, J.; Qi, L.; Gao, Z.; Duan, H.","Comprehensive learning cuckoo search with chaos-lambda method for solving economic dispatch problems","Applied Intelligence","","","10.1007/s10489-020-01654-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082948770&doi=10.1007%2fs10489-020-01654-y&partnerID=40&md5=86bf3695b3956a89e9202679973137e9","","2020","2022-05-11 14:18:30","2022-05-16 14:30:00","","2779-2799","","9","50","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :6</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAPKE4ED","journalArticle","2020","Huiru, Z.; Hao, L.; Zijin, L.; Xuejie, W.; Bingkang, L.","Two-stage robust optimization of cchp microgrid with consideration of wind power and pv uncertainty and storage system","Dianli Jianshe/Electric Power Construction","","","10.12204/j.issn.1000-7229.2020.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096958600&doi=10.12204%2fj.issn.1000-7229.2020.11.012&partnerID=40&md5=a6a442b6c05ab81636a2ae7a932e3129","","2020","2022-05-04 14:35:34","2022-05-15 21:08:24","","116-125","","11","41","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
